SUMMARY,DATE,AGENT,server_name
CHRONY : process is running successfully,2023-01-02 1:47:49,linux_ix86,linux_ix86_server_93
system: Processor Queue Length is 0,2023-01-02 1:52:31,ms_win,ms_win_server_27
Process : java is running successfully,2023-01-02 1:57:41,Application,Application_server_222
CHRONY : process is running successfully,2023-01-02 2:02:12,linux_ix86,linux_ix86_server_113
Process : nbsl is running successfully,2023-01-02 2:07:35,Application,Application_server_65
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 2:12:15,Application,Application_server_468
Process : TaskRoutingService is running successfully,2023-01-02 2:17:04,Application,Application_server_170
Current memory usage percentage is 60%,2023-01-02 2:21:54,Application,Application_server_457
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-02 2:26:25,linux_ix86,linux_ix86_server_133
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-02 2:31:04,linux_ix86,linux_ix86_server_36
Total CPU Utilization = 55%,2023-01-02 2:36:15,Application,Application_server_30
Process : nbsvcmon is running successfully,2023-01-02 2:41:19,Application,Application_server_408
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 2:46:15,Application,Application_server_384
CHRONY : process is running successfully,2023-01-02 2:51:15,linux_ix86,linux_ix86_server_55
Process : P84xConnectorService is running successfully,2023-01-02 2:56:21,Application,Application_server_315
[MAN] The PERC1 battery is medium.,2023-01-02 3:01:09,dell-idrac,dell-idrac_server_31
[MAN] The PERC1 battery is medium.,2023-01-02 3:05:57,dell-idrac,dell-idrac_server_15
Process : TaskRoutingService is running successfully,2023-01-02 3:11:03,Application,Application_server_184
Process : nbsl is running successfully,2023-01-02 3:16:09,Application,Application_server_96
Process : nbrmms is running successfully,2023-01-02 3:20:50,Application,Application_server_84
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 3:25:44,Application,Application_server_132
Filesystem:  / is 85 full,2023-01-02 3:30:57,linux_ix86,linux_ix86_server_122
Current memory usage percentage is 40%,2023-01-02 3:36:37,Application,Application_server_361
system: Processor Queue Length is 0,2023-01-02 3:41:24,ms_win,ms_win_server_88
Total CPU Utilization = 65%,2023-01-02 3:46:16,Application,Application_server_280
Process : nbsvcmon is running successfully,2023-01-02 3:51:17,Application,Application_server_46
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-02 3:56:45,dell-idrac,dell-idrac_server_12
system: Processor Queue Length is 0,2023-01-02 4:01:48,ms_win,ms_win_server_88
Total CPU Utilization = 50%,2023-01-02 4:06:27,Application,Application_server_457
Service: enstart64 is running,2023-01-02 4:11:18,ms_win,ms_win_server_95
splunkd is running successfully,2023-01-02 4:16:15,Application,Application_server_420
splunkd is running successfully,2023-01-02 4:21:00,Application,Application_server_283
Filesystem:  / is 85 full,2023-01-02 4:26:16,linux_ix86,linux_ix86_server_106
Service: syslog-ng Agent is running,2023-01-02 4:31:37,ms_win,ms_win_server_91
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(vxattachd) - successfully complete.,2023-01-02 4:36:21,linux_ix86,linux_ix86_server_83
Service: masvc is running,2023-01-02 4:41:47,ms_win,ms_win_server_94
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-02 4:47:23,linux_ix86,linux_ix86_server_56
splunkd is running successfully,2023-01-02 4:52:24,Application,Application_server_110
Process : nbsl is running successfully,2023-01-02 4:57:07,Application,Application_server_459
Service: enstart64 is running,2023-01-02 5:02:26,ms_win,ms_win_server_100
Process : java is running successfully,2023-01-02 5:07:17,Application,Application_server_268
[MAN] The PERC1 battery is high.,2023-01-02 5:12:10,dell-idrac,dell-idrac_server_6
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-02 5:17:26,websphere,websphere_server_6
Filesystem:  / is 99 full,2023-01-02 5:22:12,linux_ix86,linux_ix86_server_48
*CP01*nodeagent is missing,2023-01-02 5:27:20,websphere,websphere_server_2
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 5:33:01,Application,Application_server_447
system: Processor Queue Length is 21. Total Processor Time  is 95 percent,2023-01-02 5:38:10,ms_win,ms_win_server_37
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-02 5:43:26,linux_ix86,linux_ix86_server_13
Current memory usage percentage is 70%,2023-01-02 5:48:40,Application,Application_server_97
CHRONY : process is running successfully,2023-01-02 5:53:24,linux_ix86,linux_ix86_server_67
Process : P84xConnectorService is running successfully,2023-01-02 5:57:58,Application,Application_server_252
Process : P84xConnectorService is running successfully,2023-01-02 6:03:26,Application,Application_server_245
splunkd is running successfully,2023-01-02 6:07:59,Application,Application_server_497
system: Processor Queue Length is 0,2023-01-02 6:12:55,ms_win,ms_win_server_53
Process : nbsvcmon is running successfully,2023-01-02 6:17:47,Application,Application_server_355
Total CPU Utilization = 60%,2023-01-02 6:22:57,Application,Application_server_146
Process : P84xConnectorService is running successfully,2023-01-02 6:27:39,Application,Application_server_40
[MAN] The system inlet temperature is above than the lower critical threshold.,2023-01-02 6:32:46,dell-idrac,dell-idrac_server_22
*CP01*nodeagent is missing,2023-01-02 6:37:47,websphere,websphere_server_19
Process : nbsvcmon is running successfully,2023-01-02 6:42:45,Application,Application_server_166
[MAN] Log /var/log/messages NIC Link is Up.,2023-01-02 6:47:37,linux_ix86,linux_ix86_server_79
Total CPU Utilization = 60%,2023-01-02 6:52:41,Application,Application_server_99
Process : nbsl is running successfully,2023-01-02 6:58:05,Application,Application_server_199
Process : P84xConnectorService is running successfully,2023-01-02 7:03:03,Application,Application_server_401
CHRONY : process is running successfully,2023-01-02 7:08:17,linux_ix86,linux_ix86_server_39
Total CPU Utilization = 65%,2023-01-02 7:13:48,Application,Application_server_247
Total CPU Utilization = 65%,2023-01-02 7:18:50,Application,Application_server_365
Current memory usage percentage is 80%,2023-01-02 7:24:03,Application,Application_server_266
Process : TaskRoutingService is running successfully,2023-01-02 7:29:10,Application,Application_server_17
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 7:33:40,Application,Application_server_323
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-02 7:38:54,websphere,websphere_server_48
Filesystem:  / is 70 full,2023-01-02 7:44:08,linux_ix86,linux_ix86_server_15
Process : nbsl is running successfully,2023-01-02 7:48:51,Application,Application_server_107
Process : TaskRoutingService is running successfully,2023-01-02 7:54:18,Application,Application_server_452
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 7:59:28,Application,Application_server_57
Process : P84xConnectorService is running successfully,2023-01-02 8:04:19,Application,Application_server_506
[MAN] The PERC1 battery is high.,2023-01-02 8:09:11,dell-idrac,dell-idrac_server_48
splunkd is running successfully,2023-01-02 8:14:08,Application,Application_server_345
Service: enstart64 is running,2023-01-02 8:19:23,ms_win,ms_win_server_39
Process : nbsl is running successfully,2023-01-02 8:24:42,Application,Application_server_213
CHRONY : process is running successfully,2023-01-02 8:29:54,linux_ix86,linux_ix86_server_152
CHRONY : process is running successfully,2023-01-02 8:35:24,linux_ix86,linux_ix86_server_1
CHRONY : process is running successfully,2023-01-02 8:40:17,linux_ix86,linux_ix86_server_132
system: Processor Queue Length is 0,2023-01-02 8:45:31,ms_win,ms_win_server_87
Process : P84xConnectorService is running successfully,2023-01-02 8:50:36,Application,Application_server_324
Process : nbsl is running successfully,2023-01-02 8:55:44,Application,Application_server_269
Total CPU Utilization = 60%,2023-01-02 9:00:39,Application,Application_server_436
Filesystem:  / is 90 full,2023-01-02 9:05:52,linux_ix86,linux_ix86_server_111
"[MAN] Log /var/log/messages temperature above threshold, cpu clock throttled (total events = 1083)",2023-01-02 9:10:41,linux_ix86,linux_ix86_server_84
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 9:15:32,Application,Application_server_156
system: Processor Queue Length is 0,2023-01-02 9:20:14,ms_win,ms_win_server_2
Process : nbsvcmon is running successfully,2023-01-02 9:24:54,Application,Application_server_157
[MAN] Log /var/VRTSvcs/log/engine_A.log VCS ERROR V-16-2-13027 (server987qwe) Resource(cvm_vxconfigd) - successfully complete.,2023-01-02 9:29:54,linux_ix86,linux_ix86_server_65
system: Processor Queue Length is 0,2023-01-02 9:34:51,ms_win,ms_win_server_40
Total CPU Utilization = 75%,2023-01-02 9:39:49,Application,Application_server_4
Process : nbsvcmon is running successfully,2023-01-02 9:45:12,Application,Application_server_104
Service: enstart64 is running,2023-01-02 9:49:45,ms_win,ms_win_server_20
Filesystem:  / is 85 full,2023-01-02 9:54:40,linux_ix86,linux_ix86_server_147
Total CPU Utilization = 55%,2023-01-02 9:59:11,Application,Application_server_483
Process : nbsl is running successfully,2023-01-02 10:03:59,Application,Application_server_144
Process : nbrmms is running successfully,2023-01-02 10:08:50,Application,Application_server_151
Process : java is running successfully,2023-01-02 10:14:03,Application,Application_server_10
Process : java is running successfully,2023-01-02 10:18:58,Application,Application_server_181
Process : P84xConnectorService is running successfully,2023-01-02 10:23:46,Application,Application_server_16
Total CPU Utilization = 65%,2023-01-02 10:28:50,Application,Application_server_338
system: Processor Queue Length is 0,2023-01-02 10:33:30,ms_win,ms_win_server_5
"[MAN] Log /var/log/messages temperature below threshold, cpu clock throttled (total events = 1083)",2023-01-02 10:38:39,linux_ix86,linux_ix86_server_125
[MAN] The PERC1 battery is low.,2023-01-02 10:43:26,dell-idrac,dell-idrac_server_38
Service: syslog-ng Agent is Stopped,2023-01-02 10:48:24,ms_win,ms_win_server_49
Filesystem:  / is 80 full,2023-01-02 10:53:30,linux_ix86,linux_ix86_server_69
system: Processor Queue Length is 0,2023-01-02 10:58:48,ms_win,ms_win_server_107
Total CPU Utilization = 75%,2023-01-02 11:03:33,Application,Application_server_438
Process : TaskRoutingService is running successfully,2023-01-02 11:08:43,Application,Application_server_280
Process : nbrmms is running successfully,2023-01-02 11:13:37,Application,Application_server_38
Process : nbsl is running successfully,2023-01-02 11:18:27,Application,Application_server_427
Process : nbsvcmon is running successfully,2023-01-02 11:22:45,Application,Application_server_93
CHRONY : process is running successfully,2023-01-02 11:27:20,linux_ix86,linux_ix86_server_89
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 11:32:25,Application,Application_server_461
Service: Domain Time Client is running,2023-01-02 11:37:08,ms_win,ms_win_server_78
Process : P84xConnectorService is running successfully,2023-01-02 11:41:57,Application,Application_server_468
[MAN] Log /webapp/logs/app123/SystemErr.log ParseException: Content is not allowed in prolog,2023-01-02 11:46:45,websphere,websphere_server_21
Service: Domain Time Client is running,2023-01-02 11:51:56,ms_win,ms_win_server_15
[MAN] Log /webapp/configs/WebSphere/AppServer/logs/AppSrv012/SystemOut.log java.lang.OutOfMemoryError: Java heap space,2023-01-02 11:56:55,websphere,websphere_server_21
Process : nbsl is running successfully,2023-01-02 12:01:59,Application,Application_server_102
CHRONY : process is running successfully,2023-01-02 12:07:07,linux_ix86,linux_ix86_server_10
Current memory usage percentage is 80%,2023-01-02 12:11:52,Application,Application_server_37
Service: syslog-ng Agent is running,2023-01-02 12:16:29,ms_win,ms_win_server_84
Process : P84xConnectorService is running successfully,2023-01-02 12:21:27,Application,Application_server_205
Process : P84xConnectorService is running successfully,2023-01-02 12:26:30,Application,Application_server_376
Process : nbsvcmon is running successfully,2023-01-02 12:31:12,Application,Application_server_506
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 12:35:52,Application,Application_server_3
Process : P84xConnectorService is running successfully,2023-01-02 12:40:59,Application,Application_server_344
Process : nbsvcmon is running successfully,2023-01-02 12:45:45,Application,Application_server_280
splunkd is running successfully,2023-01-02 12:50:36,Application,Application_server_193
[AUTOP]  Service: SQL Server (MSSQLSERVER) is running successfully,2023-01-02 12:55:19,Application,Application_server_122
CHRONY : process is running successfully,2023-01-02 13:00:17,linux_ix86,linux_ix86_server_50
Total CPU Utilization = 50%,2023-01-02 13:05:08,Application,Application_server_12
Service: masvc is Stopped,2023-01-02 13:10:13,ms_win,ms_win_server_102
Process : java is running successfully,2023-01-02 13:14:58,Application,Application_server_175
Process : TaskRoutingService is running successfully,2023-01-02 13:19:40,Application,Application_server_198
